"collection_id"	"leap01_id"	"dataset_id"	"subjectkey"	"src_subject_id"	"interview_age"	"interview_date"	"sex"	"lan_know"	"lan11"	"lan12"	"lan13"	"lan14"	"lan15"	"lan21"	"lan22"	"lan23"	"lan24"	"lan25"	"lan31"	"lan32"	"lan33"	"lan34"	"lan35"	"lan3err"	"lan41"	"lan42"	"lan43"	"lan44"	"lan45"	"lan4err"	"lan511"	"lan512"	"lan513"	"lan514"	"lan521"	"lan522"	"lan523"	"lan524"	"lan531"	"lan532"	"lan533"	"lan534"	"lan541"	"lan542"	"lan543"	"lan544"	"lan_541"	"lan_542"	"lan_543"	"lan_544"	"lan611"	"lan612"	"lan613"	"lan621"	"lan622"	"lan623"	"lan631"	"lan632"	"lan633"	"lan641"	"lan642"	"lan643"	"lan_641"	"lan_642"	"lan_643"	"lan71"	"lan72"	"lan73"	"lan74"	"lan75"	"lan81"	"lan82"	"lan83"	"lan84"	"lan85"	"lan_1"	"lan_2"	"lan_3"	"lan_4"	"lan_5"	"lan_6"	"lan_7"	"lan_8"	"lan_9"	"lan_10"	"lan_11"	"lan_12"	"lan_13"	"lan_14"	"lan_15"	"lan_16"	"educat"	"lan_18"	"demo_edu_other"	"lan_20"	"lan_21"	"lan_22"	"lan_23"	"lan_24"	"lan_25"	"lan_26"	"lan_27"	"lan_28"	"lan_29"	"lan_30"	"lan_31"	"lan_32"	"lan_33"	"lan_34"	"lan_35"	"lan_36"	"lan_37"	"lan_38"	"lan_39"	"lan_40"	"lan_41"	"lan_42"	"lan_43"	"lan_44"	"lan_45"	"lan_46"	"lan_47"	"lan_48"	"lan_49"	"lan_50"	"lan_51"	"lan_52"	"lan_53"	"lan_54"	"lan_55"	"lan_56"	"lan_57"	"lan_58"	"lan_59"	"lan_60"	"lan_61"	"lan_62"	"lan_63"	"lan_64"	"lan_65"	"lan_66"	"lan_67"	"lan_68"	"lan_69"	"lan_70"	"lan_71"	"lan_72"	"lan_73"	"lan_74"	"lan_75"	"lan_76"	"lan_77"	"lan_78"	"lan_79"	"lan_80"	"lan_81"	"lan_82"	"lan_83"	"lan_84"	"lan_85"	"lan_86"	"lan_87"	"lan_88"	"lan_89"	"lan_90"	"lan_91"	"lan_92"	"lan_93"	"lan_94"	"lan_95"	"lan_96"	"lan_97"	"lan_98"	"lan_99"	"lan_100"	"lan_101"	"lan_102"	"lan_103"	"lan_104"	"lan_105"	"lan_106"	"lan_107"	"lan_108"	"lan_109"	"lan_110"	"lan_111"	"lan_112"	"lan_113"	"lan_114"	"lan_115"	"lan_116"	"lan_117"	"lan_118"	"lan_119"	"lan_120"	"lan_121"	"lan_122"	"lan_123"	"lan_124"	"lan_125"	"lan_126"	"lan_127"	"lan_128"	"lan_129"	"lan_130"	"lan_131"	"lan_132"	"lan_133"	"comqother"	"collection_title"
"2847"	"14472"	"37672"	"NDAR_INVXJ929AE6"	"HCA8449490"	"514"	"04/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14485"	"37672"	"NDAR_INVER604TEX"	"HCA8358285"	"473"	"07/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14504"	"37672"	"NDAR_INVAD194GCX"	"HCA6877300"	"550"	"10/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14505"	"37672"	"NDAR_INVXH788GZH"	"HCA7017759"	"666"	"10/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14561"	"37672"	"NDAR_INVYP355ULB"	"HCA7987312"	"884"	"04/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14607"	"37672"	"NDAR_INVGH616KKL"	"HCA9521679"	"569"	"01/01/2019"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14609"	"37672"	"NDAR_INVLF407MR6"	"HCA8271980"	"598"	"01/01/2019"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14615"	"37672"	"NDAR_INVDM221UVD"	"HCA8378594"	"645"	"01/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14624"	"37672"	"NDAR_INVAB764LXE"	"HCA6910372"	"549"	"01/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14748"	"37672"	"NDAR_INVJM890ENP"	"HCA9161877"	"500"	"04/01/2018"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14768"	"37672"	"NDAR_INVLY217NTP"	"HCA8132057"	"712"	"07/01/2018"	"F"	"2"	"Spanish"	"English"	""	""	""	"Spanish"	"English"	""	""	""	"20"	"80"	""	""	""	"100"	"100"	"0"	""	""	""	"100"	"0.0"	"3.0"	"5.0"	"6.0"	"13.0"	"43.0"	"30.0"	"32.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"9"	"9"	"10"	""	""	""	""	""	""	""	""	""	"0"	"7"	""	""	""	"0"	"8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14849"	"37672"	"NDAR_INVGC025KBJ"	"HCA7406265"	"1067"	"07/01/2019"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14215"	"37672"	"NDAR_INVLG511MFZ"	"HCA7078981"	"663"	"10/01/2017"	"F"	"2"	"English"	"Spanish"	""	""	""	"English"	"Spanish"	""	""	""	"70"	"30"	""	""	""	"100"	"60"	"40"	""	""	""	"100"	"1.0"	"3.0"	"4.0"	"5.0"	"13.0"	"16.0"	"16.0"	"17.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"9"	"9"	"9"	""	""	""	""	""	""	""	""	""	"0"	"3"	""	""	""	"0"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14241"	"37672"	"NDAR_INVNR021CHQ"	"HCA7879713"	"616"	"01/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14341"	"37672"	"NDAR_INVLX901JMB"	"HCA8192378"	"897"	"07/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14351"	"37672"	"NDAR_INVNP209RVP"	"HCA9761801"	"460"	"07/01/2017"	"M"	"2"	"English"	"Spanish"	""	""	""	"English"	"Spanish"	""	""	""	"100"	"0"	""	""	""	"100"	"0"	"100"	""	""	""	"100"	"1.0"	"3.0"	"3.0"	"3.0"	"12.0"	"34.0"	"12.0"	"999.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"8"	"7"	"6"	""	""	""	""	""	""	""	""	""	"0"	"4"	""	""	""	"0"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14369"	"37672"	"NDAR_INVLK711HJ8"	"HCA8743187"	"640"	"10/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14563"	"37672"	"NDAR_INVBF062MR9"	"HCA6595794"	"863"	"07/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14695"	"37672"	"NDAR_INVBG670DZZ"	"HCA8712883"	"601"	"10/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14805"	"37672"	"NDAR_INVHD385ARW"	"HCA7133054"	"924"	"04/01/2019"	"F"	"4"	"Telugu"	"English"	"Sanskrit"	"Hindi"	""	"Telugu"	"Sanskrit"	"English"	"Hindi"	""	"20"	"95"	"1"	"2"	""	""	"80"	"15"	"0"	"1"	""	"96"	"2.0"	"5.0"	"7.0"	"10.0"	"10.0"	"18.0"	"10.0"	"12.0"	"7.0"	"12.0"	"10.0"	"12.0"	"14.0"	"17.0"	"15.0"	"16.0"	""	""	""	""	"10"	"10"	"10"	"9"	"10"	"10"	"1"	"4"	"3"	"3"	"5"	"8"	""	""	""	"1"	"6"	"0"	"0"	""	"0"	"3"	"0"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14854"	"37672"	"NDAR_INVKG780YHX"	"HCA6197580"	"554"	"07/01/2017"	"F"	"3"	"English"	"Cantonese"	"Spanish"	""	""	"Cantonese"	"English"	"Spanish"	""	""	"40"	"40"	"20"	""	""	"100"	"40"	"40"	"20"	""	""	"100"	"5.0"	"5.0"	"5.0"	"5.0"	"1.0"	"3.0"	"999.0"	"999.0"	"13.0"	"15.0"	"13.0"	"15.0"	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"7"	"7"	"0"	"7"	"7"	"7"	""	""	""	""	""	""	"0"	"0"	"0"	""	""	"0"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14877"	"37672"	"NDAR_INVMK159TBV"	"HCA8219877"	"469"	"10/01/2017"	"F"	"2"	"English"	"Spanish"	""	""	""	"Spanish"	"English"	""	""	""	"50"	"50"	""	""	""	"100"	"50"	"50"	""	""	""	"100"	"9.0"	"10.0"	"9.0"	"10.0"	"1.0"	"3.0"	"6.0"	"6.0"	""	""	""	""	""	""	""	""	""	""	""	""	"9"	"10"	"10"	"9"	"10"	"9"	""	""	""	""	""	""	""	""	""	"0"	"0"	""	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14888"	"37672"	"NDAR_INVYN960RKK"	"HCA7260869"	"572"	"07/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14318"	"37672"	"NDAR_INVLZ197GEH"	"HCA9760091"	"451"	"04/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
